1;291;173;453;Shibuya Crossing 2, Tokyo, Japan 150-0043;Burj Khalifa 1, Dubai, UAE;1821;3
2;397;241;809;Shibuya Crossing 2, Tokyo, Japan 150-0043;555 Mountain Street, Washington, DC 20001;2050;4
3;497;702;355;555 Mountain Street, Washington, DC 20001;Taj Mahal, Agra, India 282001;1879;5
4;822;540;145;Brandenburger Tor 1, Berlin, Germany 10117;555 Mountain Street, Washington, DC 20001;1142;5
5;327;879;905;321 Elm Boulevard, Houston, TX 77001;Champs-Élysées 75, Paris, France 75008;2561;5
6;266;19;148;864 Palm Drive, San Jose, CA 95101;Gyeongbokgung Palace 161, Seoul, South Korea 03045;3662;3
7;747;581;981;Champs-Élysées 75, Paris, France 75008;555 Mountain Street, Washington, DC 20001;4078;5
8;762;459;911;Sagrada Família 401, Barcelona, Spain 08013;Gyeongbokgung Palace 161, Seoul, South Korea 03045;3365;4
9;288;316;378;Champs-Élysées 75, Paris, France 75008;753 Willow Avenue, San Diego, CA 92101;2902;3
10;899;79;74;Sagrada Família 401, Barcelona, Spain 08013;654 Maple Drive, Phoenix, AZ 85001;1135;3
11;173;866;154;753 Willow Avenue, San Diego, CA 92101;159 Birch Street, San Antonio, TX 78201;2967;5
12;450;953;517;159 Birch Street, San Antonio, TX 78201;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;4023;5
13;785;824;85;Sagrada Família 401, Barcelona, Spain 08013;Table Mountain Rd, Cape Town, South Africa 8001;3647;5
14;11;798;113;159 Birch Street, San Antonio, TX 78201;555 Mountain Street, Washington, DC 20001;3921;5
15;229;909;713;456 Oak Avenue, Los Angeles, CA 90001;Taj Mahal, Agra, India 282001;1567;5
16;14;259;10;Brandenburger Tor 1, Berlin, Germany 10117;Burj Khalifa 1, Dubai, UAE;4198;4
17;570;559;156;Shibuya Crossing 2, Tokyo, Japan 150-0043;159 Birch Street, San Antonio, TX 78201;3339;4
18;10;370;86;246 Spruce Road, Dallas, TX 75201;Shibuya Crossing 2, Tokyo, Japan 150-0043;2962;4
19;121;871;170;654 Maple Drive, Phoenix, AZ 85001;789 Pine Road, Chicago, IL 60601;4722;4
20;16;758;484;Piazza San Marco 1, Venice, Italy 30124;Burj Khalifa 1, Dubai, UAE;1147;4
21;634;686;745;789 Pine Road, Chicago, IL 60601;666 Ocean Avenue, Miami, FL 33101;4749;5
22;321;525;19;789 Pine Road, Chicago, IL 60601;Forbidden City 4, Beijing, China 100006;3756;2
23;555;620;777;CN Tower 301, Toronto, Canada M5V 2T6;666 Ocean Avenue, Miami, FL 33101;1770;3
24;66;995;58;864 Palm Drive, San Jose, CA 95101;Table Mountain Rd, Cape Town, South Africa 8001;4739;5
25;984;459;207;666 Ocean Avenue, Miami, FL 33101;123 Main Street, New York, NY 10001;1727;5
26;147;219;906;Piazza San Marco 1, Venice, Italy 30124;Shibuya Crossing 2, Tokyo, Japan 150-0043;3309;4
27;215;206;346;Red Square 1, Moscow, Russia 109012;123 Main Street, New York, NY 10001;2573;2
28;403;49;20;333 River Road, Seattle, WA 98101;555 Mountain Street, Washington, DC 20001;1250;5
29;173;651;258;456 Oak Avenue, Los Angeles, CA 90001;Red Square 1, Moscow, Russia 109012;1802;2
30;189;930;308;123 Main Street, New York, NY 10001;Forbidden City 4, Beijing, China 100006;1475;2
31;420;733;37;Brandenburger Tor 1, Berlin, Germany 10117;246 Spruce Road, Dallas, TX 75201;3301;4
32;702;787;338;Taj Mahal, Agra, India 282001;Champs-Élysées 75, Paris, France 75008;1022;2
33;982;983;822;321 Elm Boulevard, Houston, TX 77001;Taj Mahal, Agra, India 282001;1712;2
34;767;148;33;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;987 Cedar Lane, Philadelphia, PA 19101;3084;5
35;393;597;165;Champs-Élysées 75, Paris, France 75008;Sagrada Família 401, Barcelona, Spain 08013;4769;5
36;149;184;976;Piazza San Marco 1, Venice, Italy 30124;Brandenburger Tor 1, Berlin, Germany 10117;4769;4
37;240;882;157;333 River Road, Seattle, WA 98101;Gyeongbokgung Palace 161, Seoul, South Korea 03045;1274;3
38;435;177;543;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;Red Square 1, Moscow, Russia 109012;2432;3
39;181;549;386;Gyeongbokgung Palace 161, Seoul, South Korea 03045;Champs-Élysées 75, Paris, France 75008;2884;2
